domatia_0,domatia_1,label,_key,length
0.999999999999997,2.87825054742702e-15,node 701,228,1.0000005e-06
0.999990643262959,9.35673704038203e-06,node 764,229,0.001361273396
0.999996087963711,3.91203628895917e-06,node 539,230,1.0000005e-06
0.999813125430263,0.000186874569737389,node 742,231,0.01015149664
0.999999999999981,1.90624767541358e-14,node 579,232,1.0000005e-06
0.998777453218158,0.00122254678184184,node 464,233,0.001361847787
0.999999999999981,1.90624768680148e-14,node 595,234,0.0004559908376
0.999996169716113,3.83028388734877e-06,node 614,235,1.0000005e-06
0.999999506047751,4.93952249439075e-07,node 461,236,1.0000005e-06
0.999952798757531,4.72012424688673e-05,node 792,237,0.003245033332
0.999975255117302,2.47448826979934e-05,node 530,238,0.01194342168
0.999999999999997,2.87825054561202e-15,node 706,239,1.0000005e-06
0.999997280205704,2.71979429629765e-06,node 494,240,0.0008107699784
0.997743948450395,0.00225605154960478,node 514,241,0.005125153708
3.78900300093474e-06,0.999996210996999,node 678,242,0.001122495185
0.999999999995705,4.29461526068485e-12,node 501,243,0.02084865727
0.999767989684391,0.000232010315609018,node 818,244,0.02007409395
0.999999999999997,2.87825054561202e-15,node 704,245,1.0000005e-06
0.999801457168024,0.000198542831975583,node 820,246,0.004518593223
0.999999779307573,2.20692427046856e-07,node 531,247,0.001249536359
0.999958798168525,4.12018314752113e-05,node 503,248,0.002244122773
0.999999999999981,1.90927588762387e-14,node 603,249,0.001079324694
0.999999506047751,4.93952249459249e-07,node 725,250,0.04450081983
5.72039806546173e-05,0.999942796019345,node 648,251,0.002786095064
0.999993160410766,6.83958923386679e-06,node 483,252,0.001147599476
0.999987517517657,1.24824823430724e-05,node 801,253,0.008583656573
0.999879906895794,0.000120093104206165,node 822,254,0.006625060546
0.000249633906521909,0.999750366093478,node 657,255,0.02403670107
0.990782576187931,0.0092174238120691,node 611,256,0.001348327996
0.978968034874839,0.0210319651251614,node 522,257,0.003181614996
0.999991592135967,8.40786403294097e-06,node 486,258,0.001997571853
0.999998980392467,1.01960753304735e-06,node 780,259,0.001518616547
0.999999999999981,1.9062476752077e-14,node 583,260,1.0000005e-06
0.999958798168525,4.12018314752113e-05,node 505,261,1.0000005e-06
0.999092607303743,0.000907392696256655,node 754,262,0.03243245807
0.999997824979562,2.17502043826803e-06,node 867,263,1.0000005e-06
0.818783363577302,0.181216636422698,node 636,264,0.003732549947
7.05718390978949e-06,0.99999294281609,node 660,265,0.002193018534
0.999599966375729,0.000400033624270861,node 900,266,1.0000005e-06
0.999567493855064,0.000432506144936457,node 811,267,0.002086035669
0.00163083624387189,0.998369163756128,node 652,268,0.01507714124
0.999938984380704,6.10156192958324e-05,node 629,269,0.007264246806
0.999980327696502,1.96723034983404e-05,node 564,270,0.002105772688
0.000820451533311204,0.999179548466689,node 515,271,0.0009331851607
0.999985900613843,1.40993861571122e-05,node 845,272,0.002402029086
0.999999999999981,1.9062476752077e-14,node 582,273,1.0000005e-06
0.998978342048791,0.00102165795120866,node 496,274,0.0107116195
0.999999999999981,1.90624768680148e-14,node 587,275,1.0000005e-06
0.000218061371533625,0.999781938628466,node 673,276,0.01225595504
0.999999999347982,6.52018040124178e-10,node 577,277,0.01634716848
0.999999997653067,2.34693256311284e-09,node 870,278,0.001792882258
0.878841755702671,0.12115824429733,node 635,279,0.01478057524
4.21793592236728e-08,0.999999957820641,node 668,280,0.0007101562144
0.998735506894251,0.00126449310574918,node 834,281,0.01051470864
0.999040076891081,0.000959923108919476,node 477,282,0.003076741848
0.998602722708842,0.00139727729115782,node 770,283,0.0139381065
0.999994278673227,5.72132677290029e-06,node 878,284,0.01007748197
0.999999960203161,3.9796838980334e-08,node 898,285,0.001325536285
0.999998101127509,1.89887249092836e-06,node 482,286,0.004424301748
0.000667571789253959,0.999332428210746,node 655,287,0.009657391626
0.998578498815412,0.00142150118458753,node 833,288,0.02693980314
0.999997280205704,2.71979429629765e-06,node 502,289,0.00215577578
0.999899664158377,0.000100335841622494,node 528,290,0.006259371697
0.999999999999972,2.77248847152538e-14,node 605,291,0.00991234601
0.99999950604775,4.93952249480321e-07,node 459,292,0.005552826912
0.000106349539393126,0.999893650460607,node 676,293,0.00236820842
0.999999999999981,1.90625105947445e-14,node 578,294,0.0005793939262
0.968982909399761,0.0310170906002394,node 863,295,0.001581208613
0.818783363577306,0.181216636422694,node 639,296,0.01712113766
0.99981801912911,0.000181980870889731,node 772,297,0.003510439428
0.997280775094822,0.00271922490517828,node 830,298,0.006678829373
0.999344397591189,0.000655602408811242,node 513,299,0.007354114457
0.999991592135967,8.40786403294097e-06,node 466,300,1.0000005e-06
0.999960859037536,3.91409624639046e-05,node 493,301,0.001951637731
0.999442976802082,0.000557023197917744,node 829,302,0.006765647166
0.999430134171618,0.000569865828381828,node 853,303,0.006079944417
0.999999999999214,7.86007549400393e-13,node 553,304,1.0000005e-06
0.999984297301481,1.57026985192438e-05,node 872,305,0.0009889572978
0.999999431865382,5.68134617808001e-07,node 735,306,0.003918691994
0.999988564854859,1.14351451415485e-05,node 859,307,0.002223790476
0.998967373581636,0.00103262641836406,node 816,308,0.0323826669
0.998421643259367,0.00157835674063258,node 892,309,0.003706301333
0.999900538283782,9.94617162184133e-05,node 840,310,0.01666100719
0.999996632680632,3.36731936771846e-06,node 789,311,0.001332555381
0.999999999999971,2.91786262634994e-14,node 610,312,0.01163725898
0.99455753401987,0.00544246598013002,node 831,313,0.05246472648
0.999997824979562,2.17502043826803e-06,node 884,314,0.0004798428482
0.999999506047751,4.93952249439005e-07,node 739,315,0.02345070968
0.999999949175352,5.08246481956406e-08,node 720,316,1.0000005e-06
0.999704201699941,0.000295798300059016,node 849,317,0.008429669473
0.999636669920484,0.000363330079516298,node 804,318,0.003298830784
0.999855433020889,0.000144566979110725,node 681,319,0.001512954767
0.99999886185004,1.1381499600892e-06,node 795,320,0.00266235609
0.999984770404687,1.52295953131422e-05,node 555,321,0.006073512077
0.999999998972505,1.02749508182344e-09,node 543,322,0.001463219424
0.999999877792721,1.22207278664038e-07,node 618,323,0.004059435806
0.999999999999453,5.46925158367707e-13,node 826,324,0.00330948312
0.999913484516046,8.65154839535993e-05,node 778,325,0.001646734182
0.999408919836629,0.000591080163371195,node 902,326,0.06751652003
0.980678667446168,0.0193213325538321,node 535,327,0.005997811477
0.999999999347982,6.52018040120157e-10,node 574,328,1.0000005e-06
0.999954708524618,4.52914753815409e-05,node 562,329,0.002442332175
0.999824898622346,0.000175101377654192,node 509,330,1.0000005e-06
9.83715215501447e-05,0.99990162847845,node 653,331,0.02038075382
0.999754431859287,0.00024556814071291,node 526,332,0.01022801676
0.999982951570836,1.70484291640369e-05,node 489,333,0.001565428698
0.999999999999981,1.90624767541358e-14,node 581,334,1.0000005e-06
0.999983343107458,1.66568925418744e-05,node 485,335,0.001993883416
0.99993243709917,6.75629008302009e-05,node 848,336,0.002279077212
0.999980939743169,1.9060256830854e-05,node 546,337,0.0008589265606
0.999999506047751,4.93952249438934e-07,node 634,338,0.003132986346
0.999991592135967,8.40786403294097e-06,node 465,339,1.0000005e-06
0.99992103962868,7.89603713201615e-05,node 696,340,0.002027026799
0.999999441768616,5.58231383805048e-07,node 715,341,0.004708166535
0.950222940100751,0.0497770598992493,node 776,342,0.01238476593
0.999977111180846,2.28888191543488e-05,node 757,343,0.004751331057
0.999737506577805,0.000262493422195547,node 568,344,0.001754855027
0.00468069215077672,0.995319307849223,node 651,345,0.01920557443
0.999956536959437,4.34630405632366e-05,node 710,346,0.006959904984
0.999999506047751,4.93952249439075e-07,node 460,347,1.0000005e-06
0.999999999999981,1.90624768680148e-14,node 592,348,1.0000005e-06
0.997847210887942,0.00215278911205765,node 499,349,0.003111370018
0.999070951477227,0.000929048522772566,node 731,350,0.01871257007
0.999991756520839,8.24347916067779e-06,node 860,351,0.00112469769
0.999998548192227,1.45180777304702e-06,node 734,352,0.003286071567
0.999993727223751,6.27277624926844e-06,node 877,353,0.003174500463
1.47636681374838e-05,0.999985236331863,node 645,354,0.003243175313
0.999999999999522,4.7782709031823e-13,node 880,355,0.003504384629
0.999998548192227,1.45180777304702e-06,node 733,356,0.002568977074
0.999525379436086,0.000474620563914248,node 836,357,0.00298503538
0.99563279877119,0.00436720122881029,node 910,358,0.009402142705
0.999995074425164,4.92557483639673e-06,node 712,359,0.001103238709
0.999997882479093,2.1175209069231e-06,node 688,360,0.003497728516
0.999978670835727,2.13291642727245e-05,node 885,361,0.0004327864237
0.998763466434623,0.00123653356537691,node 890,362,0.0009379094922
0.99997179995527,2.82000447297922e-05,node 552,363,0.002183845893
0.000649852813802072,0.999350147186198,node 665,364,0.01139327292
0.999999961053552,3.89464483113884e-08,node 788,365,0.0008305720067
0.999386760794407,0.000613239205593036,node 741,366,0.02049516778
0.999906590352512,9.34096474876996e-05,node 732,367,0.00754190709
0.999999999997899,2.10136954154174e-12,node 901,368,0.008070039022
0.999986032577851,1.39674221485708e-05,node 690,369,0.002109436739
0.999824898622346,0.000175101377654192,node 508,370,0.003794847765
0.999999999961467,3.85326018568287e-11,node 467,371,0.004200673757
0.999996128924381,3.87107561883748e-06,node 752,372,0.002229073903
0.999999940403492,5.95965077693678e-08,node 481,373,0.002028492923
0.999999999999972,2.77345171739298e-14,node 608,374,0.003261117323
0.999951637633974,4.83623660263159e-05,node 858,375,0.006430832433
0.999999413419558,5.86580442411445e-07,node 691,376,0.005392979722
0.99999886185004,1.13814996008926e-06,node 797,377,0.001199108455
0.999999999505974,4.94025877845262e-10,node 692,378,3.569795459e-05
0.999977003647898,2.29963521022515e-05,node 521,379,1.0000005e-06
0.999997567421627,2.43257837314406e-06,node 721,380,0.002075821322
0.999916374429211,8.36255707891091e-05,node 866,381,0.001413316829
0.999997824979562,2.17502043826803e-06,node 868,382,0.002058809794
0.99999319392382,6.80607617966678e-06,node 903,383,0.01668505393
0.999700659305232,0.000299340694768292,node 807,384,0.0701537751
0.999999940403492,5.95965077693678e-08,node 479,385,1.0000005e-06
0.999983337213492,1.66627865078855e-05,node 790,386,0.01188577906
0.999539856949686,0.000460143050314093,node 897,387,0.002248348873
0.999999999999978,2.15831281613737e-14,node 593,388,0.003239062347
0.859683648719921,0.140316351280078,node 905,389,0.02865073404
0.999991804014474,8.19598552566667e-06,node 698,390,0.00882676699
0.00378024518389431,0.996219754816106,node 607,391,0.001581033238
0.999997332941027,2.66705897265379e-06,node 819,392,0.008612088116
0.999700659305232,0.000299340694768292,node 808,393,0.006215260091
0.999999499173994,5.00826005761445e-07,node 685,394,0.0017480872165
0.996163057936093,0.00383694206390734,node 497,395,0.003924806984
0.999999918915464,8.10845355694043e-08,node 886,396,0.003032666098
0.998244726556177,0.00175527344382352,node 839,397,0.006101890379
0.999878421600446,0.000121578399553822,node 861,398,0.02099338596
0.999999999999981,1.90624768680148e-14,node 596,399,1.0000005e-06
0.999762927019108,0.000237072980891751,node 523,400,0.01463443905
0.00130152159243006,0.99869847840757,node 656,401,0.01594491571
0.999997406841557,2.59315844308831e-06,node 823,402,0.01038935116
0.999999877792721,1.22207278664038e-07,node 616,403,0.002021689921
0.999998347515595,1.65248440464677e-06,node 714,404,0.005788757049
0.999997882479093,2.1175209069231e-06,node 689,405,0.001338331771
0.999814087897283,0.000185912102716479,node 784,406,0.00340420035
0.9999993371556,6.62844399561802e-07,node 550,407,5.936542644e-05
0.999999999999981,1.90624768680148e-14,node 586,408,1.0000005e-06
0.874489032235388,0.125510967764612,node 771,409,0.01523315284
0.99999545308476,4.54691523985077e-06,node 556,410,0.003270997971
0.999999506047751,4.93952249439075e-07,node 623,411,0.008408264364
0.999992157907442,7.84209255763566e-06,node 881,412,0.003745458306
0.999964945138708,3.50548612913638e-05,node 844,413,0.001487429978
4.21793592236728e-08,0.999999957820641,node 672,414,0.0016918823
0.99999950604775,4.93952249549393e-07,node 726,415,0.03835940021
0.930439583787902,0.0695604162120984,node 911,416,0.01065797583
0.999995701846546,4.2981534540748e-06,node 705,417,0.001256159434
0.000152776812971514,0.999847223187028,node 641,418,0.04134052364
0.533256493995877,0.466743506004123,node 601,419,0.001762893727
0.999999947719379,5.22806207539678e-08,node 554,420,0.002907238037
0.00020005256080422,0.999799947439196,node 663,421,0.01205083554
0.999999986108429,1.38915705030182e-08,node 536,422,0.01165204834
0.999958798168525,4.12018314752113e-05,node 504,423,0.0040953057
0.999999441768616,5.58231383805048e-07,node 716,424,0.004504116418
0.999999999505974,4.94025877845093e-10,node 694,425,0.003137024998
0.998334246665903,0.00166575333409669,node 590,426,0.003122688304
0.999998980392467,1.01960753304735e-06,node 773,427,0.003502448326
6.14671387270671e-05,0.999938532861273,node 670,428,0.00300903905
1.58038979460176e-05,0.999984196102054,node 644,429,0.001415794431
0.999787756032833,0.000212243967167178,node 570,430,0.00720998417
0.996635836701474,0.00336416329852613,node 729,431,0.009984608414
0.818783363577302,0.181216636422698,node 638,432,1.0000005e-06
0.999999999999997,2.87827352697729e-15,node 709,433,0.01069607052
0.999996538311857,3.46168814353204e-06,node 847,434,0.005218766179
4.76617165917028e-05,0.999952338283408,node 664,435,0.002683540711
0.999973202395299,2.67976047012989e-05,node 841,436,0.01183566122
0.999999999347982,6.52018040120157e-10,node 572,437,1.0000005e-06
0.999881774910803,0.000118225089196715,node 798,438,0.01302702215
0.98788872898677,0.0121112710132304,node 891,439,0.0112401874
0.999999999999981,1.90639699862464e-14,node 597,440,1.23358182e-06
0.00047972617460678,0.999520273825393,node 658,441,0.02388999034
0.999730702827424,0.000269297172575824,node 843,442,0.004979066041
0.999994412452315,5.5875476847678e-06,node 879,443,0.001532630443
0.999866168684271,0.000133831315728608,node 755,444,0.002709574977
0.999937694323779,6.23056762208926e-05,node 743,445,0.007455296787
0.999999999992653,7.34755377826167e-12,node 730,446,0.0332305874
0.999999998972505,1.02749508182344e-09,node 542,447,0.001736702907
0.999999999999669,3.30699483204873e-13,node 800,448,1.0000005e-06
0.9999993371556,6.62844399561802e-07,node 549,449,0.002937146488
0.999999999347982,6.52018040120157e-10,node 573,450,0.004845154513
5.81237112327556e-06,0.999994187628877,node 642,451,0.04289511548
0.965361197054716,0.0346388029452839,node 463,452,0.01192759295
0.999998761030488,1.23896951231887e-06,node 626,453,0.004599963091
0.999991901235665,8.09876433496359e-06,node 850,454,0.002281171423
